HHID,Sc_Housing,Sc_Assets,Sc_Health,Sc_Education,Sc_Economy,Sc_Demography,Sc_Possessions,Beneficiaries
84,66.02980403,78.97997228,3.774573982,45.83932844,61.63898669,18.06377064,49.33563099,No
85,23.58798389,33.65745909,36.76647464,41.58481055,55.28569688,18.75020025,0,No
86,30.12957751,34.37763065,11.47429352,24.91209342,60.82210691,24.23579796,2.073015517,No
87,36.99068154,21.69314789,46.33532309,30.75164802,35.47729523,35.44359847,23.7106749,No
88,67.44851019,95.40480138,32.23382451,74.68170012,58.73809992,35.05776017,56.65770438,Yes
89,60.54001786,100,40.58896013,74.72154314,27.51462118,46.61464454,46.48554967,Yes
90,41.47143839,43.08023471,46.17144832,58.53021596,60.20199078,32.32890227,12.2342651,No
91,77.99190772,81.96228108,41.24549316,56.66516599,80.54817683,33.36876714,46.98224827,Yes
92,66.85292099,95.12502804,48.6826786,51.63436649,62.25540284,32.30832126,89.445778,Yes
93,31.55843922,14.69354479,14.55784164,21.50373794,60.57389075,21.7526497,0,No
94,62.16568252,55.64997988,53.51453195,70.75522996,21.18045542,19.81379453,68.91617323,Yes
95,71.65324399,44.12366605,48.35183968,61.35344543,65.22741222,49.19129812,26.49690872,Yes
96,55.13664568,97.79362418,11.94015936,20.30034282,49.40302928,22.0684058,54.24801002,No
97,27.37182965,45.99331757,40.65522247,12.00549706,34.51240208,26.63286891,4.682304884,No
98,34.56646649,83.5829887,67.09263982,34.8171252,60.84700101,49.66826534,30.86858045,Yes
99,60.26005986,78.75157909,11.23146889,25.19922616,40.00608218,21.78307744,22.55054471,No
100,33.63956414,11.88083277,20.9228362,22.77821377,61.12654118,16.14487126,22.27089966,No
101,26.39909438,32.36981792,62.84643412,28.15809799,61.49034384,17.38553747,7.501715479,No
102,46.46733029,41.59946788,14.43074956,40.45287294,35.07126733,11.88134007,44.51487068,No
103,40.19937309,62.85507566,19.37278627,17.90636369,50.88928668,19.81799105,5.316565163,No
104,29.81034733,29.60224894,25.89856153,21.66499592,61.63575439,12.49261312,7.767025057,No
105,33.03275111,38.68129469,38.26195539,60.48762416,65.00824889,45.93983268,4.297508421,No
106,59.36083767,77.43342456,39.10270372,71.10324391,46.58480762,34.5604962,70.04167436,Yes
107,34.51260443,18.8675302,32.66303789,37.15123437,25.36279802,19.31802818,28.01912592,No
108,32.76299162,46.80182108,48.94227207,50.19181832,81.46812056,53.16665819,0,No
109,57.06434196,79.38703217,12.05223112,27.25862119,34.19195668,38.67063559,19.46038266,No
110,64.21259799,69.61632267,43.59895997,59.90397998,42.24695873,34.3622022,2.454338342,No
111,60.38566975,74.19715154,41.75654167,57.23706368,60.14058662,53.39365778,48.41872975,Yes
112,33.05464265,64.26278869,14.35999571,13.22578803,32.289678,8.300890646,12.63993555,No
113,65.61108944,82.68237751,51.22562227,41.77862006,61.08534103,16.36266995,14.86753921,No
114,67.47297772,92.99466358,49.5813932,68.35634323,40.75636278,57.02678584,72.29093512,Yes
115,62.55671012,77.00863343,14.14189176,21.46767337,68.08845202,20.50695621,54.49452191,No
116,31.41925236,65.00205091,19.63517015,4.188768963,33.80518964,20.58760928,25.63963637,No
117,39.59141686,82.19712848,45.43374678,24.05062716,45.73307625,34.81153276,31.59333728,No
118,24.25919235,53.96159544,7.025654436,47.4097426,26.57488508,28.89486644,20.86398235,No
119,38.11966907,85.91011906,58.49030575,67.41396028,64.0594744,44.27407872,49.62546862,Yes
120,36.8827627,38.10132853,69.26645532,1.370275532,60.49015654,32.89824827,24.3321779,No
121,35.41287377,67.57858513,44.06467889,40.34220336,39.30114256,25.82698369,8.672329403,No
122,38.69650335,70.578234,19.50119853,16.89392918,62.36989036,25.47425829,5.547879675,No
123,75.75361323,90.89328425,39.73515238,53.48362418,40.81167146,66.28012117,28.91167575,Yes
124,49.58647641,54.0138386,38.52236951,28.0131481,33.29439544,20.29262534,22.31997693,No
125,48.53890144,18.32088843,34.41824428,53.63608732,33.71246445,29.67202172,30.64810623,No
126,30.75041966,50.97859884,27.56301503,36.08410486,37.39531477,30.34474038,73.23682444,No
127,24.8446312,29.12482155,35.67013726,60.23567276,41.38840238,27.54787655,21.68206809,No
128,29.91320058,63.6275319,54.48427574,38.64144515,61.17411953,29.19194666,24.26316952,No
129,32.76677158,63.30371451,41.24471377,59.76001566,68.0561815,26.96366776,20.99696574,No
130,49.67058658,87.66157334,34.64220608,71.9547197,61.60530151,33.92251602,68.70204505,Yes
131,73.83753499,53.6652651,15.18236742,31.63106841,25.84807251,34.92661393,65.93346852,No
132,26.89211601,31.800742,49.74870097,45.0372052,37.95865658,40.62891524,23.32676082,No
133,28.714149,58.14982544,56.19295557,30.13052644,62.05960671,29.50704988,23.10958336,No
134,32.45905483,83.56233687,16.07049192,9.983063138,62.42975951,33.00448383,32.22251255,No
135,35.93969505,54.94505419,11.62150567,4.617385083,60.41539634,13.45879361,55.77690825,No
136,82.13508503,62.83440508,51.44077342,64.08180408,40.46959409,38.87372804,75.53883985,Yes
137,33.00440229,0,70.04877562,27.62863758,26.4355574,28.29231349,21.21171197,No
138,57.06922264,66.21914106,12.0393187,42.43137485,34.47328086,27.78797315,71.21500961,No
139,77.82622386,45.87129365,42.29960445,47.61197028,62.09792018,22.14500918,31.97538728,No
140,72.78097717,76.29550665,12.76087186,10.68602529,30.67507926,24.2427711,47.97186171,No
141,28.22625719,57.81108185,18.19719116,14.66840253,61.32090603,8.278364985,19.12792261,No
142,67.94354749,83.88388855,47.9267012,50.79494864,60.39999615,31.95610455,42.79846349,Yes
143,68.30621717,55.44286736,37.36759202,61.73066384,40.5075906,10.60322833,77.79979532,No
144,40.36683357,62.45211214,43.34019303,60.36721797,45.05120838,35.33083392,35.40085694,No
145,33.11266707,79.52978396,40.66266248,24.32948777,42.97192384,32.42783034,10.14414983,No
146,72.89361301,59.28862922,65.93196238,21.91938078,30.89045375,13.93954689,48.31477011,No
147,76.79348126,100,37.86555079,52.98552072,68.57111148,58.51527275,42.42696852,Yes
148,28.42343832,59.27304183,71.11445237,10.16956894,61.38049534,23.79863374,25.62554429,No
149,61.47861827,35.55782807,44.12766696,19.62361072,60.92382956,49.19130972,35.04718071,No
150,66.84505787,77.37152531,55.98691565,42.61838059,40.88348187,66.21607184,57.57783283,Yes
151,31.91445765,42.34408859,55.89569182,15.87403842,62.79543495,24.31225121,8.757384716,No
152,66.90543545,65.25646198,24.65347637,48.31880938,23.75736022,19.40082891,50.67020523,No
153,39.00034944,0,39.53470046,45.03258012,32.38897896,15.93977092,12.50465214,No
154,40.77882507,65.67160015,23.92266439,38.01281018,33.420833,16.68679636,28.95957026,No
155,38.12611521,86.1666428,24.62024915,33.32343852,61.46724782,8.289298226,61.97300064,No
156,71.07582809,78.88461765,59.83219886,63.5726215,60.32058546,26.28094107,41.23363167,Yes
157,76.02852876,79.62350357,50.02465469,30.01724021,48.52857504,32.80925473,49.58683157,Yes
158,59.14964668,80.04442379,52.44135641,20.08093241,40.07645501,16.44280737,23.45695297,No
159,37.13308619,70.25365382,67.61766657,21.22996414,82.83927572,18.67926548,15.99626852,No
160,68.09369515,36.06864837,52.2814642,47.69062283,44.31345542,19.5800822,48.36885015,No
161,39.58538773,30.489404,16.7138343,40.03261839,62.295741,27.76144847,21.92306371,No
162,24.37607392,10.87111233,35.65658888,49.03615279,73.48232371,32.94202898,0,No
163,59.37334154,76.55537843,54.29672315,21.05591205,62.21160033,0,88.36216512,Yes
164,44.35049583,20.47512664,28.52505269,1.20806849,60.08736385,0,47.24958584,No
165,69.54184868,51.36003362,22.05910086,50.49940487,64.35893118,27.62571818,67.29233293,Yes
166,63.10198228,68.05783985,62.6824935,33.55342295,64.41465029,55.5300278,70.71587256,Yes
167,41.36482182,80.6916603,37.50970633,2.741326378,60.30169847,31.36710979,30.06165359,No
168,67.03037239,36.84717964,28.85770054,40.48840849,61.31486889,25.52696185,85.71531818,No
169,36.23471785,31.9219221,12.47111477,27.57298632,26.83448935,27.25174718,0,No
170,58.44674599,44.64023638,29.17998332,11.17123586,50.9378926,16.38692927,49.5459836,No
171,70.74624998,86.94735446,16.38942298,46.95898928,18.52965799,28.46066152,74.25673853,No
172,32.41877738,53.3114718,36.65701549,27.54254954,36.89837866,57.90274454,31.46439988,No
173,21.30675897,23.92601827,26.24353805,26.50712696,49.10000134,16.45375002,54.43548951,No
174,30.1498435,76.43172825,69.53767242,20.150579,61.890277,17.10855419,22.71988034,No
175,56.20780208,77.56226498,75.61992258,24.69930679,61.51028384,7.293490151,52.43907683,Yes
176,33.07177574,8.041110693,66.71314369,27.62734184,61.79410915,24.26598276,17.99687632,No
177,64.71404444,47.92710905,48.6515648,35.3804099,64.30083248,26.13908136,17.61593133,No
178,24.53298762,64.54941442,44.57173581,28.28067538,40.49010099,21.77845424,20.14568652,No
179,29.29118897,40.09463309,9.058415506,22.17603589,24.40706463,29.73678916,11.47127639,No
180,42.52495554,24.12848391,46.88705197,69.05278759,34.13362635,29.0948277,52.04904573,No
181,25.89367662,61.05407369,47.46438086,33.19626025,72.72136555,25.29829293,9.299125644,No
182,56.77249105,67.35974724,46.38494232,41.40198331,40.33106788,43.32539565,33.2220631,No
183,58.04542461,75.92526617,16.30772329,31.86996044,65.27471968,33.47219164,0,No
184,36.61857636,78.42289994,21.3173936,26.66013116,36.57924168,31.87528071,18.00814163,No
185,34.90678983,85.76834589,43.65495271,40.91105927,26.24973201,39.41719502,9.192710256,No
186,27.34517252,30.1864443,3.876761905,36.6580689,62.2595211,27.33762551,6.008823049,No
187,50.93443044,28.64293394,41.88582796,45.11158188,32.6511218,19.1490885,67.00598801,No
188,67.49341107,82.80968035,20.81479668,26.53459208,63.5398229,15.55477027,35.04665553,No
189,66.09790964,80.77203945,58.55253667,30.77945447,61.05392868,15.52262121,38.63267244,Yes
190,30.4198966,31.46003654,64.64722119,33.04264241,60.45282658,16.62136908,34.76442972,No
191,39.32752132,49.78120054,49.99296848,43.38384372,41.04051973,37.81802688,60.11264405,No
192,33.80778869,70.76500836,12.09907929,33.05787944,64.57393317,27.31403378,27.70078757,No
193,72.72113873,67.63592726,24.92243957,7.290670004,31.56439924,27.7340045,43.94418891,No
194,50.92723579,54.64359279,28.17573313,9.654758176,56.977029,15.13272715,24.13847267,No
195,60.95532526,79.85533621,56.1795913,75.94723088,40.29314135,43.70937632,47.75229015,Yes
196,24.17600912,28.2838046,43.08094881,23.69041349,52.77894588,79.81268886,4.150127121,No
197,59.7246756,88.15310799,16.33017798,26.89064582,28.75970388,21.21388056,64.03578217,No
198,51.46659532,66.81787024,28.31789727,11.64477529,60.80806691,22.21357264,70.72799381,No
199,40.78198165,39.76043731,35.87819336,52.2520709,50.61112675,34.20978699,10.33604033,No
200,32.20257226,34.71108045,15.41360144,19.4230143,60.68322896,28.13154322,27.19019017,No
201,35.01857969,25.03649661,69.08043528,20.51547558,62.095364,22.13998158,37.78582711,No
202,34.69756307,73.0646751,22.35443655,47.27940849,61.7161497,24.28830919,17.48805077,No
203,35.623837,64.59436557,41.72905619,60.32771268,64.56035549,32.93767478,34.3293318,No
204,45.70604482,44.35306693,53.75121207,33.50599966,50.48761336,36.62238055,40.44095906,No
205,49.76215883,67.40351671,24.78056666,56.75277244,32.48372965,34.44393809,78.6119839,No
206,80.11169222,92.6170635,17.93945779,12.6816531,31.48872854,16.41417451,78.25974282,No
207,61.17933506,81.26284815,41.06209361,25.32830845,52.15093632,34.53671515,63.91566867,Yes
208,58.26191999,88.69964685,48.33334914,40.01569155,61.56964787,15.23609619,60.62229042,Yes
209,39.55392722,71.99980325,47.94057728,60.61147567,60.42673425,32.63770768,41.21003127,Yes
210,68.94528819,80.53403233,17.08556293,35.46232431,28.73793399,6.521068988,38.9460916,No
211,37.2759838,53.15615874,49.55848826,66.34331379,16.30793499,21.80530788,44.97689625,No
212,32.24251105,72.80484394,73.93984899,25.36505226,61.17817775,16.44830547,27.4888631,No
213,40.46581737,48.12557724,35.91364239,10.76525502,60.89172208,15.95134189,24.6178872,No
214,23.9570324,10.69413485,37.03195786,51.6452332,83.58021893,24.51078359,0,No
215,62.60909833,91.37178927,13.96751932,54.51951086,31.75791198,23.96589946,61.95901223,No
216,59.96279635,77.80594459,30.83221583,76.46310725,62.90420505,39.2232223,40.33063554,Yes
217,35.24419182,66.20942343,47.74359119,51.35901315,79.14822788,45.01842647,16.03277947,No
218,28.98052695,81.02207646,8.671082708,15.33247022,60.91407929,15.71215469,51.00496857,No
219,35.9903642,26.14567068,15.18290858,40.536284,35.13681291,20.81636397,38.75167191,No
220,46.9387949,55.41059539,70.25998582,22.13569118,60.99626015,0,41.73274775,No
221,33.74204859,55.85337111,8.182992601,40.66957445,60.08207533,8.717011471,41.16249222,No
222,31.43343067,47.176404,65.34356834,27.88398221,40.02211804,6.77239771,20.05173616,No
223,81.40264948,95.05444584,52.12846952,34.73730654,62.71697561,43.19616313,49.04024599,Yes
224,68.57263991,64.64121588,43.30754777,61.0807479,64.54041929,46.67340604,78.67847019,Yes
225,80.04340803,63.27387802,46.94881726,65.59478144,60.55885307,57.68334056,54.93190236,Yes
226,39.88267172,59.99091529,59.17938447,24.10169577,61.35544968,33.14401471,17.40036875,No
227,27.31680743,16.53454052,16.07921529,23.97421452,60.42582904,20.65477517,18.98316569,No
228,28.29950498,18.6773684,42.15781969,42.08055424,40.19237921,18.76482898,12.87658847,No
229,71.57488381,57.76293711,23.03752601,57.09754546,64.09751586,18.71308781,46.37824874,No
230,34.87368326,3.868005674,1.502323889,2.084906435,61.38540212,24.77909914,7.89570145,No
231,29.22196127,56.92304831,47.19202399,52.30654918,42.66247065,0,47.64004862,No
232,32.9343447,36.35000118,12.81279987,18.36889326,47.00625844,20.51240976,13.17345339,No
233,29.07415493,87.7712862,17.54854562,21.75951456,28.31067194,21.74552181,59.70779949,No
234,71.54529258,87.36795525,49.78307046,62.01212376,62.3503678,30.6909512,42.30840169,Yes
235,26.34194459,68.471037,18.55781341,7.468721243,60.84826266,24.92961714,30.72928044,No
236,24.18705338,0,7.411630717,15.76353866,33.23016197,24.80301448,37.76982892,No
237,59.43878249,34.4475497,35.52447402,61.61289238,60.88339506,0,28.34923509,No
238,63.81788668,51.34232937,51.15420204,66.2421875,61.8584712,15.67605903,60.02424145,Yes
239,40.60616248,65.32746153,27.01108896,32.03343393,62.51666602,21.91007872,20.65439142,No
240,68.2677526,57.32326505,54.56505648,40.44959908,50.38421829,32.20683047,78.38317022,Yes
241,32.79490205,50.28756283,59.34601263,27.12401803,61.54515802,21.62442727,17.04924962,No
242,22.15543492,32.10292008,15.13413391,22.09685334,61.24963292,18.25951465,0,No
243,37.40767632,68.49811701,11.623638,20.61768088,35.14751586,11.22334247,17.33792536,No
244,37.02074571,94.22798492,68.3473335,42.85362079,61.04821771,54.16074858,30.66246881,Yes
245,73.45629199,89.11199137,20.27842933,40.7351741,21.33630753,29.63250067,71.14518168,No
246,70.65189183,90.70757344,15.97521197,56.27789937,20.89264267,15.06308808,78.95128617,Yes
247,29.74799949,43.0264921,19.76329733,17.59019367,53.23334622,11.10881041,0,No
248,26.43369431,79.13629276,70.11305809,13.78277089,36.52201765,19.19168116,5.843484028,No
249,30.57297352,27.02889856,59.52049053,51.40006708,61.77857226,99.24368845,42.60395471,Yes
250,55.8266453,66.94484107,62.65846626,43.3162916,60.52992329,13.67390354,54.7930919,No
251,36.82343364,31.72460877,41.05146993,43.6066658,66.14818922,52.47687272,11.37880652,No
252,60.20410415,83.99332248,61.41032467,43.5672396,60.5485562,80.80963193,55.03732155,Yes
253,65.79609739,95.34684102,21.42277366,37.88916889,65.86810487,4.560726244,72.76057033,Yes
254,71.86082386,80.10625606,24.62387616,32.12325254,39.34395049,16.57397879,40.64492513,No
255,35.81654118,82.84857511,42.04449469,41.46604302,37.11221731,35.1676415,36.00790615,No
256,43.0324541,21.62522012,44.75234333,44.17449273,52.4641466,25.51558259,29.29516644,No
257,38.19423555,8.577959034,52.93360881,20.65533813,62.2549714,99.39932003,1.391860633,No
258,72.55342103,62.18259845,64.61509292,49.75440958,62.7415053,19.82571541,56.2336793,Yes
259,36.12586627,56.70171648,53.36562674,43.23089228,60.26347362,99.59007699,7.026616223,Yes
260,28.2877536,11.46075729,13.14866086,9.185985892,62.55932132,24.08414727,17.90319533,No
261,41.61292368,34.67013013,45.24224462,32.59443834,62.27663478,40.31949451,11.3897283,No
262,57.61747972,62.12277878,9.478207549,12.66577474,36.30450303,23.493949,66.84825014,No
263,67.96300348,68.81115745,6.033559158,16.25707563,35.44571623,29.17748535,40.08134182,No
264,27.97981277,44.56027019,9.582868718,20.62113291,48.753789,9.132505772,34.46736032,No
265,42.94878627,62.5470472,68.42257355,38.03995483,65.43719103,23.03023397,10.49901604,No
266,40.52421712,57.20071887,73.28964273,28.516734,60.57006319,14.42549473,54.77852448,No
267,64.52947325,80.9694273,47.82458214,26.81697533,63.53454663,44.37746121,32.2105768,Yes
268,43.58763829,18.00632907,39.83862112,32.394897,60.09753722,15.2120844,54.76832124,No
269,69.69559617,58.232946,18.84497342,29.50527715,62.22468283,21.13445918,41.88158319,No
270,27.07187478,20.71711172,48.5047959,38.86724758,28.18447406,10.35067583,17.7761564,No
271,67.86665484,65.91093092,24.1482516,22.90718051,22.61850335,42.33703816,97.14308918,No
272,62.10029903,86.27133407,71.41879971,0.544122783,61.39783786,30.91935219,35.48015985,No
273,28.2126634,64.65504651,39.71103417,32.37283586,20.59862704,31.4471231,4.474354566,No
274,20.21013127,0,22.53852482,30.36803666,31.34576853,28.95836079,4.713573391,No
275,59.70967605,67.14731127,49.0038803,55.23323694,50.2215058,27.56580402,30.84739131,No
276,45.33339201,75.87357883,43.1564163,73.38171902,37.6309059,40.58012382,30.62580212,No
277,61.2785715,87.7651566,21.25867333,7.722398567,56.69014839,15.52333753,45.27720808,No
278,44.67269681,60.95621651,51.92502769,39.49997505,37.02256201,34.18712844,51.65904157,No
279,28.95910768,0,6.385013034,24.4941378,32.10673599,21.98085038,16.97698354,No
280,28.5834319,0.141071544,15.23572056,10.61613742,32.15808577,26.59441637,16.79902073,No
281,33.55014012,35.05567302,45.34835439,21.71666334,41.14486429,32.46776396,31.43552687,No
282,67.35204642,48.09364479,54.27627306,12.10390906,60.19874301,49.38381013,59.41223424,No
283,34.26308698,34.11371066,44.9562677,47.67949658,41.88707056,22.78481838,29.57628887,No
284,65.89550944,81.9577453,54.63111779,43.95049158,36.98458232,25.71186331,64.61027121,Yes
285,34.62615811,68.85822547,68.27941719,27.4113324,65.16843497,37.87229433,50.00526848,No
286,63.12136443,48.82697288,54.01203057,26.93974493,60.30768487,86.70663796,56.40351952,Yes
287,62.5112892,55.65600209,26.92777136,13.58058758,60.58717497,32.46487637,85.71573084,No
288,39.74203993,87.8741922,49.6580742,52.45990349,32.67681342,35.85508199,29.09767028,No
289,33.61114002,53.92870694,39.90397388,55.58580742,41.40216668,11.97958247,34.14484745,No
290,66.02257566,81.38877882,57.50782751,46.16742758,40.63635687,40.89608004,34.63538675,Yes
291,70.70482627,93.45179574,69.23966364,21.36669456,60.15698751,0,69.49067963,Yes
292,66.68833953,47.13800476,32.65702935,73.84202189,68.65284473,35.09014475,56.87230042,Yes
293,66.94350501,57.81323914,10.13621036,40.06803466,61.01631761,12.42496469,63.96435174,No
294,57.05937088,55.8071098,50.96663018,49.70967366,60.3175357,16.93512419,76.23229913,Yes
295,31.96757908,48.57156975,36.3670978,52.88846328,48.63128018,33.25914265,0,No
296,49.94438558,52.82401314,77.76839519,28.64971818,61.36793335,16.71508203,28.62580116,No
297,33.09689684,58.33320253,45.53823457,4.225324012,60.39609514,33.32238603,29.52685618,No
298,62.32650312,78.29396528,46.615198,46.68556424,61.60541894,38.20551878,25.13061852,Yes
299,74.65674972,64.73626426,54.9020455,74.80144111,60.28451466,54.25238038,57.47045835,Yes
300,59.25741633,64.10634516,23.93561969,12.16428223,60.9864771,21.53314709,69.50392155,No
